Bwd.IAT.Total,Avg.Fwd.Segment.Size,Fwd.Packet.Length.Mean,Init_Win_bytes_forward,Destination.Port,Fwd.Header.Length,Bwd.IAT.Max,Bwd.IAT.Std,Total.Length.of.Fwd.Packets,Subflow.Fwd.Bytes,Source.Port,Bwd.IAT.Mean,Fwd.Packet.Length.Max,Fwd.IAT.Total,Flow.Duration,Flow.Bytes.s,Flow.Packets.s,Down.Up.Ratio,ProtocolName,source_file
79562.90245056152,98.0,140.0,0,50021,56,79562.90245056152,0.0,196,196,47473,79562.90245056152,194.0,79799.89051818848,158742.90466308594,3426.9248200704096,25.197976618164777,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,13043,0.0,76.0,0.0,346.89903259277344,746614.9388316151,5765.366323024055,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,28758,0.0,76.0,0.0,377.89344787597656,685378.3823343848,5292.497160883281,1.0,FACEBOOK,facebook_audio1a.pcap
79140.90156555176,98.0,140.0,0,50021,56,79140.90156555176,0.0,196,196,43871,79140.90156555176,194.0,79468.96553039551,158447.0272064209,3433.3241184215476,25.24503028251138,1.0,FACEBOOK,facebook_audio1a.pcap
79219.10285949707,98.0,140.0,0,50021,56,79219.10285949707,0.0,196,196,36364,79219.10285949707,194.0,79859.97200012207,158766.0312652588,3426.425638183967,25.194306163117403,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,44920,0.0,76.0,0.0,413.8946533203125,625763.0967741936,4832.147465437788,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,33821,0.0,76.0,0.0,383.8539123535156,674735.8608695652,5210.315527950311,1.0,FACEBOOK,facebook_audio1a.pcap
79234.83848571777,98.0,140.0,0,50021,56,79234.83848571777,0.0,196,196,37736,79234.83848571777,194.0,79859.97200012207,158819.91386413574,3425.2631597909744,25.185758527874814,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,11645,0.0,76.0,0.0,409.12628173828125,633056.372960373,4888.4662004662005,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,63863,0.0,76.0,0.0,428.91502380371094,603849.214007782,4662.928293496387,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,8446,0.0,76.0,0.0,396.96693420410156,652447.2888888889,5038.203003003003,1.0,FACEBOOK,facebook_audio1a.pcap
79325.91438293457,98.0,140.0,0,50021,56,79325.91438293457,0.0,196,196,50758,79325.91438293457,194.0,79646.11053466797,158720.0164794922,3427.4189989785496,25.201610286606982,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,18591,0.0,76.0,0.0,310.1825714111328,834992.1106840891,6447.815526518063,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,22141,0.0,76.0,0.0,334.02442932128906,775392.3882940756,5987.586009992862,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,23076,0.0,76.0,0.0,397.9206085205078,650883.6045536249,5026.128220491312,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,61741,0.0,76.0,0.0,390.05279541015625,664012.6748166259,5127.511002444988,1.0,FACEBOOK,facebook_audio1a.pcap
79177.8564453125,98.0,140.0,0,50021,56,79177.8564453125,0.0,196,196,41104,79177.8564453125,194.0,79428.91120910645,158369.779586792,3434.998782086892,25.25734398593303,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,22317,0.0,76.0,0.0,387.9070281982422,667685.7627535341,5155.874615857406,1.0,FACEBOOK,facebook_audio1a.pcap
79261.77978515625,98.0,140.0,0,50021,56,79261.77978515625,0.0,196,196,57263,79261.77978515625,194.0,79377.88963317871,158451.79557800293,3433.220797628631,25.244270570798758,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,65530,0.0,76.0,0.0,419.1398620605469,617932.1592718998,4771.676905574516,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,28635,0.0,76.0,0.0,424.1466522216797,610637.8504777965,4715.3501967397415,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,16861,0.0,76.0,0.0,385.04600524902344,672646.8953560372,5194.184520123839,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,6023,0.0,76.0,0.0,305.17578125,848691.2,6553.6,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,26528,0.0,76.0,0.0,344.99168395996094,750742.7339322737,5797.241188666206,1.0,FACEBOOK,facebook_audio1a.pcap
79454.89883422852,98.0,140.0,0,50021,56,79454.89883422852,0.0,196,196,56425,79454.89883422852,194.0,79392.91000366211,158646.821975708,3429.0002990623866,25.213237493105787,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,41806,0.0,76.0,0.0,391.96014404296875,660781.4695863747,5102.559610705596,1.0,FACEBOOK,facebook_audio1a.pcap
79387.90321350098,98.0,140.0,0,50021,56,79387.90321350098,0.0,196,196,52890,79387.90321350098,194.0,79628.94439697266,158664.94178771973,3428.608701270795,25.210358097579373,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,56547,0.0,76.0,0.0,422.9545593261719,612358.9267192784,4728.640360766629,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,28642,0.0,76.0,0.0,391.0064697265625,662393.1317073171,5115.0048780487805,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,8456,0.0,76.0,0.0,396.0132598876953,654018.5045153522,5050.335942203492,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,11922,0.0,76.0,0.0,377.89344787597656,685378.3823343848,5292.497160883281,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,59434,0.0,76.0,0.0,442.9817199707031,584674.2389666308,4514.858988159311,1.0,FACEBOOK,facebook_audio1a.pcap
79392.91000366211,98.0,140.0,0,50021,56,79392.91000366211,0.0,196,196,53897,79392.91000366211,194.0,79463.00506591797,158627.98690795898,3429.4074494915335,25.216231246261277,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,60130,0.0,76.0,0.0,277.9960632324219,931667.8696397942,7194.346483704974,1.0,FACEBOOK,facebook_audio1a.pcap
79260.82611083984,98.0,140.0,0,50021,56,79260.82611083984,0.0,196,196,40000,79260.82611083984,194.0,79427.95753479004,158411.97967529297,3434.083717122096,25.250615567074234,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,57679,0.0,76.0,0.0,318.0503845214844,814336.3838080959,6288.311844077961,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,35612,0.0,70.0,0.0,79387.90321350098,1813.878363971085,25.19275505515396,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,47473,0.0,70.0,0.0,79702.13890075684,1806.7269208333958,25.093429456019383,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,43871,0.0,70.0,0.0,79622.03025817871,1808.544689617588,25.118676244688718,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,36364,0.0,70.0,0.0,79821.82502746582,1804.0178854649234,25.055803964790606,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,37736,0.0,70.0,0.0,79329.9674987793,1815.2030631074672,25.21115365427038,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,50758,0.0,70.0,0.0,79674.00550842285,1807.364887469814,25.102290103747414,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,41104,0.0,70.0,0.0,79188.10844421387,1818.454851733762,25.25631738519114,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,57263,0.0,70.0,0.0,79176.9027709961,1818.7122122785252,25.25989183720174,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,56425,0.0,70.0,0.0,79384.08851623535,1813.965527494211,25.19396565964182,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,52890,0.0,70.0,0.0,79267.97866821289,1816.6225810138537,25.23086918074797,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,53897,0.0,70.0,0.0,79118.01338195801,1820.0659223432626,25.27869336587865,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,28.0,70.0,0,3478,28,0.0,0.0,28,28,40000,0.0,70.0,0.0,79775.09498596191,1805.0746291852086,25.070480960905677,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,48902,0.0,76.0,0.0,571.0124969482422,453580.2655532359,3502.550313152401,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,40.0,82.0,0,53,28,0.0,0.0,40,40,4667,0.0,82.0,0.0,433.92181396484375,624536.4747252747,4609.125274725275,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,40.0,82.0,0,53,28,0.0,0.0,40,40,4667,0.0,82.0,0.0,420.0935363769531,645094.4290578888,4760.844494892168,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,40.0,82.0,0,53,28,0.0,0.0,40,40,4667,0.0,82.0,0.0,1254.0817260742188,216094.36958174905,1594.7923954372623,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,40.0,82.0,0,53,28,0.0,0.0,40,40,51685,0.0,82.0,0.0,391.0064697265625,693083.1609756098,5115.0048780487805,1.0,FACEBOOK,facebook_audio1a.pcap
182152863.9793396,65.22727272727273,129.95454545454547,29200,443,1116,59034311.056137085,21859529.840451114,1435,1435,56772,10119603.554407755,633.0,182276655.9123993,182289125.91934204,28.76748667016115,0.2249174205714354,0.8636363636363636,FACEBOOK,facebook_audio1a.pcap
314915881.8721771,226.63465264323278,268.63465264323276,0,63222,303492,488717.07916259766,164353.0333382732,2456493,2456493,37736,318740.77112568537,1221.0,315277633.190155,315277633.190155,9577.564920943116,37.5161405530665,0.09124457975828028,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,63221,28,0.0,0.0,104,104,47473,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,62778,0.0,76.0,0.0,334.9781036376953,773184.865480427,5970.53950177936,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,50559,28,0.0,0.0,104,104,35612,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,50559,28,0.0,0.0,104,104,47473,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
314830976.9630432,67.96712295282327,109.96712295282327,0,63221,458192,1359994.888305664,11182.814993702426,1112214,1112214,35612,19209.895476419744,979.0,314462534.90448,314832303.0471802,13628.779380230852,104.03633833943509,1.0015888535810316,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,53437,28,0.0,0.0,104,104,35612,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,58198,28,0.0,0.0,104,104,35612,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,53437,28,0.0,0.0,104,104,47473,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,104.0,146.0,0,58198,28,0.0,0.0,104,104,47473,0.0,146.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,204.66666666666666,246.66666666666666,0,138,84,0.0,0.0,614,614,138,0.0,274.0,62823527.09770203,62823527.09770203,11.77902665110103,0.04775281074770688,0.0,FACEBOOK,facebook_audio1a.pcap
59804417.1333313,0.0,66.0,237,443,208,45056390.047073364,18389450.738582306,0,0,35362,14951104.283332825,66.0,59804386.138916016,59829484.22431946,10.981207819487485,0.1504275043765409,1.25,FACEBOOK,facebook_audio1a.pcap
4138860.9409332275,27.285714285714285,89.85714285714286,2574,443,340,4133424.0436553955,1789041.3111872063,191,191,60602,1034715.2352333069,135.0,4162081.003189087,4166851.043701172,256.54864759707596,2.879872564232845,0.7142857142857143,FACEBOOK,facebook_audio1a.pcap
0.0,94.0,136.0,0,1900,252,0.0,0.0,846,846,1900,0.0,136.0,242002766.13235474,242002766.13235474,5.057793427578332,0.03718965755572303,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,38444,0.0,76.0,0.0,442.0280456542969,585935.6720604099,4524.599784250269,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,38444,0.0,76.0,0.0,407.93418884277344,634906.3331385155,4902.751607247224,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,38444,0.0,76.0,0.0,1261.9495391845703,205238.00037785753,1584.8494237672398,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,42.0,84.0,0,53,28,0.0,0.0,42,42,4940,0.0,84.0,0.0,344.99168395996094,797120.6634416033,5797.241188666206,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,39705,0.0,76.0,0.0,348.80638122558594,742532.2870813397,5733.84005468216,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,42530,0.0,76.0,0.0,422.9545593261719,612358.9267192784,4728.640360766629,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,42530,0.0,76.0,0.0,93734.9796295166,2763.1093645476444,21.336751849788758,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,42530,0.0,76.0,0.0,1269.1020965576172,204081.29551005072,1575.9173398459516,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,42.0,84.0,0,53,28,0.0,0.0,42,42,30227,0.0,84.0,0.0,444.8890686035156,618131.6184351554,4495.502679528403,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,42.0,84.0,0,53,28,0.0,0.0,42,42,30227,0.0,84.0,0.0,396.96693420410156,692752.9129129129,5038.203003003003,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,42.0,84.0,0,53,28,0.0,0.0,42,42,30227,0.0,84.0,0.0,1199.0070343017578,229356.4525750646,1668.0469278186517,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,32.0,74.0,0,53,28,0.0,0.0,32,32,21522,0.0,74.0,0.0,462.0552062988281,428520.2229102167,4328.487100103199,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,46123,0.0,76.0,0.0,406.02684020996094,637888.864357017,4925.782736347622,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,22.0,64.0,0,53,28,0.0,0.0,22,22,17925,0.0,64.0,0.0,247.955322265625,818695.8769230769,8065.969230769231,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,32.0,74.0,0,53,28,0.0,0.0,32,32,30477,0.0,74.0,0.0,353.09791564941406,560750.9736664416,5664.151249155976,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,22.0,64.0,0,53,28,0.0,0.0,22,22,64537,0.0,64.0,0.0,317.0967102050781,640183.2421052632,6307.224060150376,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,32.0,74.0,0,53,28,0.0,0.0,32,32,45149,0.0,74.0,0.0,319.0040588378906,620681.7578475337,6269.512705530643,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,22.0,64.0,0,53,28,0.0,0.0,22,22,57269,0.0,64.0,0.0,319.0040588378906,636355.5396113603,6269.512705530643,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,32.0,74.0,0,53,28,0.0,0.0,32,32,52169,0.0,74.0,0.0,255.82313537597656,773972.219944082,7817.901211556384,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,22.0,64.0,0,53,28,0.0,0.0,22,22,59324,0.0,64.0,0.0,249.1474151611328,814778.671770335,8027.376076555024,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,247.0,289.0,0,5353,28,0.0,0.0,247,247,5353,0.0,289.0,0.0,0.0,0.0,0.0,0.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,43517,0.0,76.0,0.0,94128.13186645508,2751.568472297506,21.247632990714333,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,43517,0.0,76.0,0.0,93622.92289733887,2766.4165140838795,21.3622896840454,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,43517,0.0,76.0,0.0,94856.97746276855,2730.426447560568,21.08437411243682,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,39913,0.0,76.0,0.0,425.10032653808594,609267.9394279305,4704.771733034212,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,39913,0.0,76.0,0.0,383.13865661621094,675995.4797759801,5220.042314872433,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,39913,0.0,76.0,0.0,1204.9674987792969,214943.55678670362,1659.7958053027305,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,34.0,76.0,0,53,28,0.0,0.0,34,34,53571,0.0,76.0,0.0,371.9329833984375,696362.0102564102,5377.3128205128205,1.0,FACEBOOK,facebook_audio1a.pcap
0.0,42.0,84.0,0,53,28,0.0,0.0,42,42,40694,0.0,84.0,0.0,419.85511779785156,654987.8478137422,4763.547984099943,1.0,FACEBOOK,facebook_audio1a.pcap
